,Date,ObsTime,Hour,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
6,2021/3/13,7,6,1016.9,1020.4,17.3,11.8,70,2.1,50,5.7,40,0,0,0,0.07,...,0,...
7,2021/3/13,8,7,1017.5,1021,18.6,12.1,66,2.5,50,6.8,20,0,0,1,0.74,15,1,4
8,2021/3/13,9,8,1017.2,1020.6,20,12.8,63,2.9,70,9.7,40,0,0,1,1.57,15,2,2
9,2021/3/13,10,9,1017.2,1020.6,21.4,13.3,60,2.6,60,8,40,0,0,1,2.3,...,5,...
10,2021/3/13,11,10,1016.8,1020.2,22.4,13.8,58,3,40,8.2,90,0,0,1,2.79,20,7,6
11,2021/3/13,12,11,1016.1,1019.5,21.7,13.6,60,3.7,10,8.9,10,0,0,0.6,2.59,...,8,...
12,2021/3/13,13,12,1015.2,1018.6,22.1,13.7,59,3.9,20,10.2,40,0,0,1,3.05,...,9,...
13,2021/3/13,14,13,1014.7,1018.1,21,13.2,61,4.2,20,10.4,10,0,0,1,2.89,15,8,1
14,2021/3/13,15,14,1014.4,1017.8,20.8,13.5,63,4,30,10.1,360,0,0,1,2.36,...,5,...
15,2021/3/13,16,15,1014.4,1017.8,19.1,12.8,67,4.3,10,10.1,10,0,0,0.2,0.99,...,2,...
16,2021/3/13,17,16,1014.5,1017.9,18.4,13.1,71,3.5,20,9.6,60,0,0,0,0.21,12,0,10
17,2021/3/13,18,17,1014.3,1017.7,18.4,13.3,72,2.6,20,9.7,40,0,0,0,0.06,...,0,...
18,2021/3/13,19,18,1014.4,1017.8,18.8,13.2,70,2.5,50,7.9,30,0,0,0,0,...,0,...
19,2021/3/13,20,19,1014.8,1018.2,18.8,13.2,70,1.7,50,6.5,60,0,0,...,0,10,0,10
20,2021/3/13,21,20,1015.3,1018.7,18.6,13.3,71,2.7,50,6.1,30,0,0,...,0,10,0,10
21,2021/3/13,22,21,1015.3,1018.7,18.2,13.5,74,2.3,80,7,80,0,0,...,0,...,0,...
22,2021/3/13,23,22,1015.2,1018.6,18.4,13.7,74,1.3,60,4.7,90,0,0,...,0,...,0,...
23,2021/3/13,24,23,1015.2,1018.6,18.6,13.3,71,1.5,20,3.7,40,0,0,...,0,...,0,...
0,2021/3/14,1,0,1014.9,1018.3,18.4,13.3,72,1.6,30,4.6,10,0,0,...,0,...,0,...
1,2021/3/14,2,1,1014.6,1018,18.2,13.5,74,1.6,20,4.4,360,0,0,...,0,...,0,...
2,2021/3/14,3,2,1014.4,1017.8,18,13.7,76,1.6,40,4,20,0,0,...,0,...,0,...
3,2021/3/14,4,3,1014,1017.4,18,13.9,77,1.2,20,4.2,350,0,0,...,0,...,0,...
4,2021/3/14,5,4,1014,1017.4,17.7,14.4,81,1.5,30,4.9,20,0,0,...,0,10,0,9
5,2021/3/14,6,5,1014.4,1017.9,17.3,14.4,83,1.5,10,3.7,40,0,0,0,0,...,0,...
6,2021/3/14,7,6,1015.1,1018.6,17.3,14.6,84,1.9,40,4.9,60,0,0,0.3,0.14,...,0,...
7,2021/3/14,8,7,1015.5,1018.9,19,14.5,75,2.3,30,4.8,40,0,0,1,0.77,10,1,0
8,2021/3/14,9,8,1015.5,1018.9,20.7,14.1,66,2.4,40,7.1,20,0,0,1,1.61,12,2,0
9,2021/3/14,10,9,1015.1,1018.5,21.9,14.3,62,3.6,20,7.8,40,0,0,1,2.38,...,5,...
10,2021/3/14,11,10,1014.5,1017.9,23,14.8,60,3.2,20,8.6,20,0,0,1,2.93,12,8,2
11,2021/3/14,12,11,1013.5,1016.9,23.8,15.3,59,3,20,8.2,350,0,0,1,3.11,...,9,...
12,2021/3/14,13,12,1012.6,1016,24.1,15.9,60,3,360,8,10,0,0,1,3.17,...,9,...
13,2021/3/14,14,13,1011.7,1015.1,24.1,15.6,59,3.7,360,8.8,340,0,0,1,2.97,12,8,1
14,2021/3/14,15,14,1011.2,1014.6,24.1,15.6,59,3.6,10,8,360,0,0,1,2.45,...,5,...
15,2021/3/14,16,15,1010.9,1014.3,24.1,15.6,59,2.7,360,7.8,340,0,0,1,1.75,...,3,...
16,2021/3/14,17,16,1011.2,1014.6,23.6,14.9,58,2.4,20,6.8,360,0,0,1,0.94,12,1,0
17,2021/3/14,18,17,1011.4,1014.8,22.1,15,64,2,60,7.1,30,0,0,0.5,0.2,...,0,...
18,2021/3/14,19,18,1011.5,1014.9,21,14.9,68,1.9,20,5.2,40,0,0,0,0,...,0,...
19,2021/3/14,20,19,1012,1015.4,20.1,14.7,71,0.6,90,4.3,10,0,0,...,0,12,0,0
20,2021/3/14,21,20,1012.5,1015.9,19.3,14.8,75,0.8,100,3.7,80,0,0,...,0,12,0,0
21,2021/3/14,22,21,1012.4,1015.8,19,14.7,76,1.2,100,3.8,60,0,0,...,0,...,0,...
22,2021/3/14,23,22,1012.5,1015.9,18.6,14.9,79,0.7,70,3.4,70,0,0,...,0,...,0,...
23,2021/3/14,24,23,1012.5,1015.9,18.4,15.1,81,0.4,100,2.2,80,0,0,...,0,...,0,...
0,2021/3/15,1,0,1011.9,1015.3,17.8,15.3,85,0.5,100,1.5,80,0,0,...,0,...,0,...
1,2021/3/15,2,1,1011.3,1014.7,17.4,15.6,89,0.6,120,1.9,80,0,0,...,0,...,0,...
2,2021/3/15,3,2,1010.9,1014.3,17.2,15.6,90,0.9,60,1.8,100,0,0,...,0,...,0,...
3,2021/3/15,4,3,1010.7,1014.1,17,15.5,91,0.7,90,2,80,0,0,...,0,...,0,...
4,2021/3/15,5,4,1011,1014.5,16.8,15.3,91,0.8,70,2,50,0,0,...,0,10,0,0
5,2021/3/15,6,5,1011.6,1015.1,16.7,15.4,92,0.6,100,1.8,90,0,0,0,0,...,0,...
6,2021/3/15,7,6,1012.1,1015.5,17.4,15.6,89,0.8,70,2.3,120,0,0,0.2,0.14,...,0,...
7,2021/3/15,8,7,1012.7,1016.1,19.4,16.3,82,1.1,90,2.5,60,0,0,1,0.78,12,1,0
8,2021/3/15,9,8,1012.9,1016.3,21.8,16.3,71,0.4,40,2.1,50,0,0,1,1.58,12,2,0
9,2021/3/15,10,9,1012.7,1016.1,23.7,16,62,0.9,300,2.4,250,0,0,1,2.28,...,5,...
10,2021/3/15,11,10,1012.5,1015.9,23.9,17.7,68,3.2,290,6.4,290,0,0,1,2.85,7,7,0
11,2021/3/15,12,11,1012.1,1015.5,23.3,18.2,73,1.1,320,6.2,280,0,0,1,3.14,...,9,...
12,2021/3/15,13,12,1011.4,1014.8,23.1,17.6,71,2,290,6.4,310,0,0,1,3.13,...,9,...
13,2021/3/15,14,13,1010.8,1014.2,21.9,17.1,74,3.2,290,7.4,280,0,0,0.9,2.71,6,7,6
14,2021/3/15,15,14,1010.5,1013.9,21,17,78,1.9,290,7.3,280,0,0,1,2.36,...,5,...
15,2021/3/15,16,15,1010.6,1014,20,16.8,82,2.3,290,5.9,290,0,0,1,1.61,...,3,...
16,2021/3/15,17,16,1010.8,1014.2,19.8,16.5,81,2,290,4.5,290,0,0,1,0.95,6,1,6
17,2021/3/15,18,17,1010.8,1014.2,19.3,16.2,82,0.8,340,3.5,300,0,0,0.2,0.22,...,0,...
18,2021/3/15,19,18,1011.3,1014.7,19.6,16.3,81,0.2,0,1.6,260,0,0,0,0,...,0,...
19,2021/3/15,20,19,1011.3,1014.7,19.8,16.6,82,0.8,120,1.7,130,0,0,...,0,4,0,1
20,2021/3/15,21,20,1011.6,1015,20.1,16.9,82,1.2,120,3.2,110,0,0,...,0,4,0,1
21,2021/3/15,22,21,1011.4,1014.8,20,17.2,84,1.7,120,2.9,100,0,0,...,0,...,0,...
22,2021/3/15,23,22,1011.4,1014.8,19.8,16.6,82,1.3,120,3,120,0,0,...,0,...,0,...
23,2021/3/15,24,23,1011.1,1014.5,19.6,16.5,82,0.9,110,2.7,120,0,0,...,0,...,0,...
0,2021/3/16,1,0,1011,1014.4,19.1,16.7,86,0.5,70,2.2,120,0,0,...,0,...,0,...
1,2021/3/16,2,1,1010.9,1014.3,18.5,16.5,88,0.7,70,1.8,60,0,0,...,0,...,0,...
2,2021/3/16,3,2,1010.6,1014,18.6,16.2,86,0.7,100,2.3,140,0,0,...,0,...,0,...
3,2021/3/16,4,3,1010.1,1013.5,18.4,15.8,85,1.2,110,2.9,140,0,0,...,0,...,0,...
4,2021/3/16,5,4,1010.5,1013.9,18,15.8,87,0.8,80,2.4,120,0,0,...,0,8,0,1
5,2021/3/16,6,5,1011.2,1014.6,17.7,15.7,88,1,80,2.3,70,0,0,0,0,...,0,...
6,2021/3/16,7,6,1011.8,1015.2,17.9,16.9,94,1.1,50,4.9,10,0,0,0.2,0.15,...,0,...
7,2021/3/16,8,7,1012.1,1015.5,19.7,17.1,85,0.8,80,2.7,50,0,0,1,0.86,8,1,0
8,2021/3/16,9,8,1012.1,1015.5,22.5,17,71,0.5,30,2.4,60,0,0,1,1.71,8,3,0
9,2021/3/16,10,9,1012.1,1015.5,24.8,14.9,54,0.4,210,1.6,80,0,0,1,2.46,...,6,...
10,2021/3/16,11,10,1011.5,1014.8,26.4,16.1,53,0.9,230,2.9,290,0,0,1,3,15,8,0
11,2021/3/16,12,11,1010.7,1014,27.2,15.6,49,2.1,290,4.9,290,0,0,1,3.29,...,10,...
12,2021/3/16,13,12,1009.9,1013.2,27.9,15.9,48,1.1,310,5,300,0,0,1,3.33,...,10,...
13,2021/3/16,14,13,1009.1,1012.4,27.7,16.1,49,1.8,300,4.8,290,0,0,1,3.06,15,9,0
14,2021/3/16,15,14,1008.8,1012.1,27.4,15.5,48,1.5,290,4.7,290,0,0,1,2.55,...,6,...
15,2021/3/16,16,15,1008.9,1012.2,26.1,15.2,51,1.2,320,5,310,0,0,1,1.77,...,3,...
16,2021/3/16,17,16,1009.1,1012.4,25.2,15.3,54,1,330,4.1,340,0,0,1,0.91,18,1,0
17,2021/3/16,18,17,1009.6,1013,24.6,15.3,56,0.5,10,3,20,0,0,0.5,0.2,...,0,...
18,2021/3/16,19,18,1010,1013.4,24.3,15.8,59,0.9,10,2,70,0,0,0,0,...,0,...
19,2021/3/16,20,19,1010.6,1014,23.1,17.3,70,0.9,90,3,50,0,0,...,0,15,0,0
20,2021/3/16,21,20,1011.1,1014.5,22.6,17.1,71,1,110,2.5,80,0,0,...,0,10,0,0
21,2021/3/16,22,21,1011.5,1014.9,21.7,17.5,77,1.1,80,2.6,70,0,0,...,0,...,0,...
22,2021/3/16,23,22,1011.5,1014.9,21.4,17.4,78,1.1,80,2.5,80,0,0,...,0,...,0,...
23,2021/3/16,24,23,1011.4,1014.8,20.9,17.5,81,1.3,80,3.3,100,0,0,...,0,...,0,...
0,2021/3/17,1,0,1011.2,1014.6,20.6,17.6,83,0.7,100,2.1,70,0,0,...,0,...,0,...
1,2021/3/17,2,1,1010.6,1014,20.1,18.2,89,1.2,80,3.3,100,0,0,...,0,...,0,...
2,2021/3/17,3,2,1010.4,1013.8,20.1,17.9,87,1.1,360,3.7,60,0,0,...,0,...,0,...
3,2021/3/17,4,3,1010.5,1013.9,19.3,18.3,94,0.9,30,2.4,350,0,0,...,0,...,0,...
4,2021/3/17,5,4,1010.6,1014,18.9,18.1,95,0.8,40,2.9,50,0,0,...,0,4,0,3
5,2021/3/17,6,5,1011,1014.4,18.7,17.4,92,1.2,360,2.2,10,0,0,0,0,...,0,...
6,2021/3/17,7,6,1011.4,1014.8,18.9,18.2,96,1.8,30,4,30,0,0,0,0.08,...,0,...
7,2021/3/17,8,7,1012.1,1015.5,19.3,18.6,96,1.4,10,4.4,360,0,0,0,0.28,4,0,3
8,2021/3/17,9,8,1012.3,1015.7,19.5,18.7,95,2.1,20,4.6,350,0,0,0,0.52,5,1,3
9,2021/3/17,10,9,1012.3,1015.7,19.6,18.6,94,2.3,20,5.4,50,0,0,0,0.84,...,2,...
10,2021/3/17,11,10,1012.2,1015.6,20.1,18.4,90,1.8,360,4.7,360,0,0,0,1.17,5,4,10
11,2021/3/17,12,11,1012,1015.4,20.2,18.7,91,2.4,10,5.7,360,0,0,0,1.43,...,5,...
12,2021/3/17,13,12,1011.5,1014.9,19.9,18,89,2.9,20,6.7,10,0,0,0,1.47,...,5,...
13,2021/3/17,14,13,1010.7,1014.1,20.7,18.3,86,2.6,20,6.9,350,0,0,0.1,1.84,6,5,7
14,2021/3/17,15,14,1010.1,1013.5,21.3,18.5,84,3,20,6.6,30,0,0,0.9,2.18,...,5,...
15,2021/3/17,16,15,1009.8,1013.2,20.8,18.2,85,2.8,20,7.5,30,0,0,1,1.6,...,3,...
16,2021/3/17,17,16,1010,1013.4,20.1,17.9,87,2.1,20,6.1,20,0,0,1,0.8,6,1,6
17,2021/3/17,18,17,1010.3,1013.7,18.7,17.5,93,2.7,20,7.1,360,0,0,0,0.19,...,0,...
18,2021/3/17,19,18,1010.8,1014.2,18.4,17.4,94,2.6,40,5.8,40,0,0,0,0,...,0,...
19,2021/3/17,20,19,1011.1,1014.5,18.9,17.9,94,2.4,10,5.9,10,0,0,...,0,5,0,7
20,2021/3/17,21,20,1011.6,1015,19.4,18.4,94,1.9,20,4.8,10,0,0,...,0,5,0,7
21,2021/3/17,22,21,1011.6,1015,19.3,18.5,95,2.4,20,5,50,0,0,...,0,...,0,...
22,2021/3/17,23,22,1011.7,1015.1,19.6,18.9,96,1.4,360,5.1,50,0,0,...,0,...,0,...
23,2021/3/17,24,23,1011.5,1014.9,19.8,19.1,96,0.6,10,3.5,350,0,0,...,0,...,0,...
0,2021/3/18,1,0,1011.5,1014.9,19.3,18.8,97,2.1,360,4.1,360,0,0,...,0,...,0,...
1,2021/3/18,2,1,1011.3,1014.7,18.2,17.7,97,2,360,5.1,20,0,0,...,0,...,0,...
2,2021/3/18,3,2,1011.3,1014.7,18.1,17.8,98,1.4,360,4.1,10,0,0,...,0,...,0,...
3,2021/3/18,4,3,1011.3,1014.7,18,17.7,98,1.8,20,5.4,30,0,0,...,0,...,0,...
4,2021/3/18,5,4,1011.5,1014.9,18,17.5,97,1.5,40,4.4,340,0,0,...,0,6,0,10
5,2021/3/18,6,5,1011.7,1015.1,17.9,17.4,97,1.8,10,4.7,40,0,0,0,0,...,0,...
6,2021/3/18,7,6,1012.1,1015.5,18,17.4,96,1.5,10,5.3,20,0,0,0,0.05,...,0,...
7,2021/3/18,8,7,1012.6,1016,18,17.4,96,1.8,10,4.4,360,0,0,0,0.27,5,0,10
8,2021/3/18,9,8,1012.7,1016.1,18.7,17.9,95,1.7,10,3.7,360,0,0,0,0.57,5,1,10
9,2021/3/18,10,9,1012.4,1015.8,19.3,18.1,93,2.4,40,4.1,20,0,0,0,0.92,...,2,...
10,2021/3/18,11,10,1011.9,1015.3,20.9,18.8,88,1.2,20,4.5,360,0,0,0,1.7,8,5,8
11,2021/3/18,12,11,1011,1014.4,22.7,19.9,84,2.3,20,4.9,10,0,0,0.8,2.92,...,9,...
12,2021/3/18,13,12,1010.6,1014,21.5,19.6,89,3,350,7.2,10,0,0,1,3.12,...,9,...
13,2021/3/18,14,13,1009.9,1013.3,22,19.2,84,2.4,360,6.3,20,0,0,0.9,2.77,6,7,2
14,2021/3/18,15,14,1009.3,1012.7,22.1,18.9,82,2,350,6,360,0,0,1,2.36,...,5,...
15,2021/3/18,16,15,1008.9,1012.3,22.1,19.3,84,2,20,4.4,10,0,0,1,1.61,...,3,...
16,2021/3/18,17,16,1008.8,1012.2,21.5,19.1,86,1.3,20,4.5,20,0,0,1,0.81,6,1,1
17,2021/3/18,18,17,1008.9,1012.3,20.6,19.3,92,1,10,3.6,40,0,0,0.2,0.19,...,0,...
18,2021/3/18,19,18,1009.3,1012.7,19.4,18.2,93,1.8,350,3.3,360,0,0,0,0,...,0,...
19,2021/3/18,20,19,1010.3,1013.7,18.5,17.7,95,2.4,360,4.6,10,0,0,...,0,4,0,10
20,2021/3/18,21,20,1010.8,1014.2,18.4,17.9,97,0.8,360,3.6,350,0,0,...,0,4,0,10
21,2021/3/18,22,21,1010.7,1014.1,18.2,17.7,97,1.4,20,3.1,10,0,0,...,0,...,0,...
22,2021/3/18,23,22,1010.1,1013.5,18.5,17.9,96,0.7,140,3.2,90,0,0,...,0,...,0,...
23,2021/3/18,24,23,1010.2,1013.6,18.2,17.7,97,1.4,360,3.3,360,0,0,...,0,...,0,...
0,2021/3/19,1,0,1010.3,1013.7,18.1,17.6,97,0.6,280,3,290,0,0,...,0,...,0,...
1,2021/3/19,2,1,1010.3,1013.7,18.3,18,98,0.3,180,1.4,270,0,0,...,0,...,0,...
2,2021/3/19,3,2,1010.1,1013.5,18.3,18,98,0.4,180,1.4,180,0,0,...,0,...,0,...
3,2021/3/19,4,3,1009.9,1013.3,18.3,18,98,0.3,360,1.3,290,0,0,...,0,...,0,...
4,2021/3/19,5,4,1010.1,1013.5,18.2,17.9,98,0.2,0,2.2,290,0,0,...,0,3,0,10
5,2021/3/19,6,5,1010.6,1014,18.2,17.9,98,0.4,300,2.2,290,0,0,0,0,...,0,...
6,2021/3/19,7,6,1010.9,1014.3,18.4,18.1,98,1,190,2.3,160,0,0,0,0.04,...,0,...
7,2021/3/19,8,7,1011.3,1014.7,18.4,18.1,98,1.7,300,3.1,310,0,0,0,0.19,3,0,10
8,2021/3/19,9,8,1011.4,1014.8,18.9,18.6,98,1.2,290,2.7,310,0,0,0,0.4,4,1,10
9,2021/3/19,10,9,1011.1,1014.5,19.7,18.9,95,1.1,290,3.6,290,0,0,0,0.77,...,2,...
10,2021/3/19,11,10,1010.9,1014.3,20,18.7,92,1.4,310,4.6,290,0,0,0,0.98,6,3,10
11,2021/3/19,12,11,1010.2,1013.6,20.1,18.6,91,1.4,300,3.8,290,0,0,0,1.28,...,4,...
12,2021/3/19,13,12,1009.6,1013,21.3,18.7,85,1.2,270,3.5,290,0,0,0.4,2.27,...,6,...
13,2021/3/19,14,13,1008.7,1012.1,22.5,18.9,80,0.8,320,3.8,230,0,0,0.7,2.42,7,6,10
14,2021/3/19,15,14,1008.1,1011.5,22.8,18.4,76,1.4,300,4.2,300,0,0,0.4,1.69,...,4,...
15,2021/3/19,16,15,1007.6,1011,23,18.3,75,0.6,310,3.1,10,0,0,0,0.64,...,1,...
16,2021/3/19,17,16,1007.5,1010.9,23.4,18.3,73,0.8,100,2.3,60,0,0,0,0.37,9,0,9
17,2021/3/19,18,17,1007.7,1011.1,23.5,19,76,1,80,1.8,140,0,0,0,0.09,...,0,...
18,2021/3/19,19,18,1007.8,1011.2,23.5,19,76,0.6,150,1.8,110,0,0,0,0,...,0,...
19,2021/3/19,20,19,1008.5,1011.9,23.4,19.6,79,0.6,90,1.4,90,0,0,...,0,8,0,10
20,2021/3/19,21,20,1008.9,1012.3,23.2,20,82,0.6,110,1.9,90,0,0,...,0,8,0,10
21,2021/3/19,22,21,1009,1012.4,23.3,19.7,80,0.6,100,1.7,100,0,0,...,0,...,0,...
22,2021/3/19,23,22,1008.7,1012.1,23.1,20.1,83,0.9,110,1.9,120,0,0,...,0,...,0,...
23,2021/3/19,24,23,1008.4,1011.8,22.8,20.7,88,1,90,2.5,110,0,0,...,0,...,0,...
0,2021/3/20,1,0,1007.8,1011.2,22.3,19.5,84,1,90,2.6,110,0,0,...,0,...,0,...
1,2021/3/20,2,1,1007.8,1011.2,20.8,19.8,94,0.6,310,3,300,0,0,...,0,...,0,...
2,2021/3/20,3,2,1007.5,1010.9,19.9,18.7,93,0.1,0,3.1,300,0,0,...,0,...,0,...
3,2021/3/20,4,3,1007.3,1010.7,19.4,18.4,94,0.1,0,1.7,280,0,0,...,0,...,0,...
4,2021/3/20,5,4,1007.9,1011.3,18.9,18.1,95,1.3,300,2.8,290,0,0,...,0,5,0,10
5,2021/3/20,6,5,1008.4,1011.8,17.9,17.4,97,0.3,320,4.3,290,0,0,0,0,...,0,...
6,2021/3/20,7,6,1008.8,1012.2,18.6,18.3,98,0.7,220,2,290,0,0,0,0.13,...,0,...
7,2021/3/20,8,7,1008.6,1012,20.4,19.6,95,0.8,170,2.2,170,0,0,0.2,0.58,5,1,3
8,2021/3/20,9,8,1009.1,1012.5,22.6,20,85,1.6,290,3.7,290,0,0,0.9,1.36,6,2,8
9,2021/3/20,10,9,1009.6,1013,20.1,18.9,93,2.5,290,5.6,280,0,0,0.6,1.69,...,3,...
10,2021/3/20,11,10,1009.5,1012.9,19,18.2,95,2,360,4.2,360,0,0,0,0.72,6,2,8
11,2021/3/20,12,11,1008.9,1012.3,20.1,18.8,92,1.2,360,4.9,360,0,0,0,0.97,...,3,...
12,2021/3/20,13,12,1007.9,1011.3,21.8,18.6,82,0.9,250,3.3,240,0,0,0.5,2.34,...,6,...
13,2021/3/20,14,13,1007,1010.4,24.1,19.8,77,1,300,3.3,270,0,0,0.7,2.39,6,6,8
14,2021/3/20,15,14,1007,1010.4,23.6,19.8,79,1.9,290,5.9,300,0,0,0.8,2.03,...,4,...
15,2021/3/20,16,15,1007.2,1010.6,23.8,19.5,77,1.4,300,3.5,280,0,0,1,1.53,...,2,...
16,2021/3/20,17,16,1007.6,1011,22.4,19.6,84,1,330,4.5,300,0,0,0.8,0.72,12,1,3
17,2021/3/20,18,17,1008,1011.4,21.3,18.9,86,1.2,10,4.7,360,0,0,0.2,0.18,...,0,...
18,2021/3/20,19,18,1008.7,1012.1,20.1,19.1,94,2.4,40,5.9,40,0,0,0,0,...,0,...
19,2021/3/20,20,19,1009.1,1012.5,19.9,18.6,92,1.4,20,5,70,0,0,...,0,4,0,6
20,2021/3/20,21,20,1009.7,1013.1,19,18,94,2.3,30,6.2,40,0,0,...,0,4,0,8
21,2021/3/20,22,21,1010,1013.4,19.5,18.3,93,1.6,50,5.3,30,0,0,...,0,...,0,...
22,2021/3/20,23,22,1010,1013.4,19.6,18.4,93,1.8,20,4.8,70,0,0,...,0,...,0,...
23,2021/3/20,24,23,1010,1013.4,19.2,18.4,95,2.1,40,5.4,30,0,0,...,0,...,0,...
0,2021/3/21,1,0,1009.4,1012.8,18.8,17.8,94,1.9,30,6.6,50,0,0,...,0,...,0,...
1,2021/3/21,2,1,1009.6,1013,18.8,17.8,94,2.4,20,5.6,70,0,0,...,0,...,0,...
2,2021/3/21,3,2,1010,1013.4,18.4,17.4,94,2.9,20,7.6,60,0,0,...,0,...,0,...
3,2021/3/21,4,3,1010.5,1013.9,17.7,16.7,94,3.4,20,8.6,50,0,0,...,0,...,0,...
4,2021/3/21,5,4,1011.5,1014.9,17.2,16.2,94,3.7,20,9.8,70,0,0,...,0,6,0,10
5,2021/3/21,6,5,1012.7,1016.2,16.3,15.3,94,4.3,30,11.8,30,T,0.3,0,0,...,0,...
6,2021/3/21,7,6,1013.9,1017.4,15.6,14.6,94,4.1,20,11.7,20,T,0.3,0,0.01,...,0,...
7,2021/3/21,8,7,1014.8,1018.3,15.2,13.9,92,4.1,20,12.7,30,T,0.2,0,0.08,8,0,10
8,2021/3/21,9,8,1015.4,1018.9,14.9,12.4,85,4.1,20,11.8,60,0,0,0,0.28,8,1,10
9,2021/3/21,10,9,1015.1,1018.6,15.7,12.3,80,4.4,20,14,40,0,0,0,0.86,...,2,...
10,2021/3/21,11,10,1015.3,1018.8,15.8,12.6,81,4.6,30,12.6,20,0,0,0,0.91,8,3,10
11,2021/3/21,12,11,1015.3,1018.8,16.3,12.9,80,4.5,30,12.4,330,0,0,0,0.69,...,2,...
12,2021/3/21,13,12,1015.7,1019.2,15.5,12.1,80,5,30,13.7,40,0,0,0,0.58,...,2,...
13,2021/3/21,14,13,1016,1019.5,14.8,11.2,79,4.2,30,14.3,10,0,0,0,0.26,5,1,10
14,2021/3/21,15,14,1015.8,1019.3,14.4,10.6,78,5.3,30,13.7,30,0,0,0,0.23,...,1,...
15,2021/3/21,16,15,1015.9,1019.4,14.2,10.4,78,4.3,30,14.8,80,0,0,0,0.14,...,0,...
16,2021/3/21,17,16,1017,1020.5,13.9,10.1,78,4.5,30,12,50,0,0,0,0.08,3,0,10
17,2021/3/21,18,17,1017,1020.5,14.2,10,76,4.4,30,14.6,30,0,0,0,0.03,...,0,...
18,2021/3/21,19,18,1017.8,1021.3,14,11,82,3.9,20,13.4,50,0,0,0,0,...,0,...
19,2021/3/21,20,19,1018.5,1022,13.7,11.1,84,4.7,30,12.4,60,0,0,...,0,3,0,10
20,2021/3/21,21,20,1018.7,1022.2,14.3,10.9,80,5,30,13,10,0,0,...,0,3,0,10
21,2021/3/21,22,21,1018.8,1022.3,14.6,10,74,5,20,12.4,70,0,0,...,0,...,0,...
22,2021/3/21,23,22,1018.9,1022.4,14.8,9.8,72,4.1,30,12.8,30,0,0,...,0,...,0,...
23,2021/3/21,24,23,1019.4,1022.9,14.7,9.9,73,4.3,20,13.3,60,0,0,...,0,...,0,...
0,2021/3/22,1,0,1018.8,1022.3,14.5,9.9,74,4.6,30,11.3,70,T,0.1,...,0,...,0,...
1,2021/3/22,2,1,1018.8,1022.3,13.7,10.7,82,5.1,30,13.5,40,T,0.4,...,0,...,0,...
2,2021/3/22,3,2,1018.6,1022.1,12.9,11.6,92,3.9,30,11.9,10,T,0.6,...,0,...,0,...
3,2021/3/22,4,3,1019,1022.5,12.6,11.5,93,4.4,40,11.5,20,T,0.6,...,0,...,0,...
4,2021/3/22,5,4,1019.2,1022.7,12.5,11.2,92,4.4,20,12.2,40,T,0.6,...,0,5,0,10
5,2021/3/22,6,5,1020.5,1024,11.9,10.6,92,4.5,20,14,60,1,1,0,0,...,0,...
6,2021/3/22,7,6,1020.2,1023.7,12.3,11.2,93,2.4,30,9.5,80,0.5,1,0,0.01,...,0,...
7,2021/3/22,8,7,1021.2,1024.7,12.2,11.3,94,3.2,20,10,20,T,1,0,0.03,5,0,10
8,2021/3/22,9,8,1021.7,1025.2,12.2,11.1,93,3.5,50,13.8,50,1,1,0,0.09,5,0,10
9,2021/3/22,10,9,1021.8,1025.3,12.5,10.6,88,4,30,12.9,20,T,0.1,0,0.17,...,0,...
10,2021/3/22,11,10,1022.1,1025.6,12.7,9.9,83,3.9,30,11.4,40,0,0,0,0.13,5,0,10
11,2021/3/22,12,11,1021.4,1024.9,11.6,10.7,94,3.6,20,10.5,20,0.5,0.7,0,0.09,...,0,...
12,2021/3/22,13,12,1020.7,1024.3,11.2,10.3,94,2.9,40,11.4,70,2.5,1,0,0.08,...,0,...
13,2021/3/22,14,13,1020.2,1023.7,11.4,10.5,94,2.2,60,11.1,90,2,1,0,0.12,5,0,10
14,2021/3/22,15,14,1020.4,1023.9,12.1,10.7,91,2.1,60,9.8,70,T,0.5,0,0.15,...,0,...
15,2021/3/22,16,15,1020.3,1023.8,12.6,10.2,85,2.8,70,7,80,0,0,0,0.07,...,0,...
16,2021/3/22,17,16,1020.7,1024.2,12.8,10.2,84,2.4,60,7.5,70,0,0,0,0.05,12,0,10
17,2021/3/22,18,17,1020.2,1023.7,12.8,10,83,2.8,30,9,80,T,0.3,0,0.01,...,0,...
18,2021/3/22,19,18,1020.2,1023.7,13.2,10,81,3.4,40,9.5,90,0,0,0,0,...,0,...
19,2021/3/22,20,19,1020.3,1023.8,13.7,9.8,77,3.5,20,11.4,40,0,0,...,0,12,0,10
20,2021/3/22,21,20,1020.5,1024,14,9.5,74,3.5,30,10.6,30,0,0,...,0,12,0,10
21,2021/3/22,22,21,1020.3,1023.8,14.1,9.3,73,3.7,20,11.2,30,0,0,...,0,...,0,...
22,2021/3/22,23,22,1019.8,1023.3,14.3,9.3,72,2.8,30,9.7,30,0,0,...,0,...,0,...
23,2021/3/22,24,23,1019.2,1022.7,14.4,9.2,71,2.7,30,9.5,360,0,0,...,0,...,0,...
0,2021/3/23,1,0,1018.6,1022.1,14.7,9.1,69,2.5,50,10.7,60,0,0,...,0,...,0,...
